knr,knavn,aar,pm2,ya_menn,ya_kvinner,ya_total,inc_k1,inc_k5,uni_k_mf,uni_k_m,uni_k_f,uni_l_mf,uni_l_m,uni_l_f,trade_pc
1160,Vindafjord,2011,13687,57.552762627460275,53.516295025728986,55.56760665220535,18,24.9,15.9,11.1,20.9,2.8,3.2,2.5,52571
1160,Vindafjord,2012,13833,57.91666666666667,53.598255391325424,55.806795311945066,17.9,24.8,16.4,11.5,21.5,3.1,3.3,2.9,53807
1160,Vindafjord,2013,15539,58.608971454463074,53.43965722447036,56.08821822402786,19.3,24.700000000000003,16.7,11.6,22.1,3.3,3.4,3.1,51840
1160,Vindafjord,2014,13458,59.16334661354582,53.74793095294395,56.545101177546584,19.4,23.1,17.4,12.3,23,4,3.7,4.2,51306
1160,Vindafjord,2015,15891,58.97039328325232,53.76267987732955,56.451796919566455,19.299999999999997,22.799999999999997,17.5,12.3,23.4,4.2,4.1,4.2,51916
1160,Vindafjord,2016,15880,59.31383329667913,54.35038905918416,56.91852526172053,19.3,22.2,18.3,12.8,24.5,4.2,4.3,4.1,54719
1160,Vindafjord,2017,15614,59.273840769903764,53.87687969924813,56.671952877208874,19.5,22,18.6,12.7,25.2,4.5,4.5,4.5,54376
1201,Bergen,2008,22208,62.67925478757546,59.11187403242237,60.88413132805373,21.2,20.8,24.5,21.5,27.3,9.9,11.9,7.9,84081
1201,Bergen,2009,21821,62.95396429624083,59.419213076400204,61.17968188977627,20.6,21.2,24.9,21.8,27.9,10.3,12.1,8.5,86018
1201,Bergen,2010,24524,62.98718570556851,59.60519980741454,61.289945440374126,20.6,21.2,25.1,21.9,28.3,10.7,12.4,9,85944
1201,Bergen,2011,26455,63.18313886454826,59.83084409105561,61.5057298227288,20.6,21.3,25.5,22.2,28.7,11.2,12.8,9.6,86750
1201,Bergen,2012,27971,63.25730334526901,59.866327421866096,61.56459232186593,20.700000000000003,21.299999999999997,25.9,22.5,29.2,11.7,13.1,10.2,88631
1201,Bergen,2013,29076,63.55056079493053,59.97018681927819,61.76674752752379,20,21.700000000000003,26.3,22.9,29.7,12,13.3,10.7,90067
1201,Bergen,2014,30306,63.73062298917812,60.17871276509184,61.9649272473883,19.8,21.700000000000003,26.5,23,29.9,12.8,13.9,11.7,92764
1201,Bergen,2015,32874,63.8987919114357,60.420664098545544,62.172497019395735,19.9,21.6,26.7,23.1,30.4,13.5,14.4,12.5,96077
1201,Bergen,2016,32619,63.8562572840177,60.58968952228605,62.23669837882267,20.1,21,27.1,23.3,30.8,13.7,14.5,12.9,97240
1201,Bergen,2017,32860,63.807698336919806,60.58503480110553,62.20867617283419,20.4,21.2,27.5,23.6,31.4,14,14.7,13.3,97533
1211,Etne,2010,11152,58.91864578069732,52.758801891749876,55.89902112313241,20,20.7,16.9,10.7,23.3,2.8,3.6,1.9,59649
1211,Etne,2011,12233,58.31663326653307,53.68531102979613,56.050140700946535,18.5,22,17.6,11.4,24,2.8,3.5,2.1,59262
1211,Etne,2012,12744,58.16477553034041,53.82231404958677,56.04340146353772,19,21.3,18,11.2,25,3,3.7,2.2,62038
1211,Etne,2013,13776,58.63570391872278,53.269133299543846,56.01485148514852,20.200000000000003,21,18.2,11.2,25.5,3,3.6,2.5,62346
1211,Etne,2014,17151,58.581016299137104,53.22171486555048,55.97732314518117,18,20.7,18.8,12.1,26,3.8,4.3,3.3,66648
1211,Etne,2015,14179,58.294062205466545,53.558808682483594,56.00779917133805,19,20.9,18.6,11.7,26.2,4,4.1,4,67420
1211,Etne,2016,14700,58.29428303655108,53.14401622718052,55.82075012177301,20.799999999999997,19.5,18.9,11.7,26.9,4.3,4.5,4.1,72920
1211,Etne,2017,14322,57.28200371057513,53.56240525517938,55.50181378476421,19.9,21.2,18.9,12,26.7,4.1,3.8,4.4,77342
1216,Sveio,2008,11776,58.14995925020375,55.41965415436525,56.80829015544041,16.6,23.2,16.8,12.2,21.6,2.7,3.7,1.7,18442
1216,Sveio,2009,12772,58.402860548271754,55.29510255336961,56.889523033020794,17.3,22.9,17,12.2,22.2,3,4,1.9,18516
1216,Sveio,2010,14425,58.31381733021077,55.76528518670496,57.07141428285657,17.9,20.700000000000003,17.6,12.3,23.2,3.2,4.2,2,18877
1216,Sveio,2011,12869,58.04859529233105,55.91054313099042,57.00661736084079,17.9,21.2,17.7,12.5,23.2,3.3,4.3,2.3,19300
1216,Sveio,2012,14125,58.195211786372006,55.630720254675694,56.96250956388676,16,22.200000000000003,18.3,12.9,24.2,3.6,4.6,2.5,20521
1216,Sveio,2013,15064,58.49928876244665,56.221020092735706,57.407407407407405,15.9,21.9,19.1,13.4,25.2,3.5,4.5,2.5,21652
1216,Sveio,2014,14841,58.14035087719298,55.30042097206276,56.781987918725974,16.5,22.700000000000003,19,13.8,24.7,3.9,4.6,3.2,22716
1216,Sveio,2015,15865,57.92789639481975,55.46757164404224,56.743510618987116,16.5,21.200000000000003,19.3,13.7,25.3,4.3,4.7,3.9,23780
1216,Sveio,2016,16117,56.853315012023366,54.996271439224465,55.96281065617737,15.8,20.799999999999997,19.7,13.8,26,4.3,5,3.6,26290
1216,Sveio,2017,16081,56.44444444444444,54.778469425119006,55.64002828854314,15.4,20.6,19.8,13.5,26.7,4.4,4.9,3.9,28533
1219,Bømlo,2008,11351,57.27741247556425,53.78886613293614,55.57374068012366,17,24.700000000000003,15.7,11.6,20,1.9,2.5,1.3,48112
1219,Bømlo,2009,12315,57.733050847457626,54.39955727725512,56.102841677943175,17,25.8,16.2,11.8,20.8,2,2.6,1.4,48987
1219,Bømlo,2010,12377,57.99237170596394,54.53059742146359,56.30155210643015,16.700000000000003,26.5,16.8,12,21.8,2.2,2.8,1.6,48960
1219,Bømlo,2011,13087,56.957486767969954,54.726815240833936,55.87076438140268,17.1,26.4,17.2,12.1,22.4,2.4,2.8,2,52481
1219,Bømlo,2012,14540,56.7227604963454,54.7153024911032,55.7419803529514,17.9,25.3,17.7,12.5,23.1,2.4,2.9,2,52960
1219,Bømlo,2013,13093,56.93627038843114,54.80583377262344,55.8944835882454,17.5,26.299999999999997,18.2,12.9,23.6,2.6,3,2.2,53358
1219,Bømlo,2014,13346,57.06214689265536,54.77229104868261,55.945186824410584,17.1,25.7,18.8,13,24.9,3.1,3.5,2.8,54752
1219,Bømlo,2015,14617,56.77923806355015,54.33043478260869,55.582008332624774,17.4,24.700000000000003,19,13,25.3,3.2,3.4,2.9,53022
1219,Bømlo,2016,14723,56.58850726552179,54.12443201677735,55.39140770928851,16.799999999999997,23.6,19.6,13.5,26.1,3.3,3.4,3.3,54826
1219,Bømlo,2017,14838,56.44232351489221,54.215395356955845,55.36168050143995,17.5,22.4,19.9,13.8,26.4,3.4,3.2,3.5,52893
1221,Stord,2008,15657,58.41940350470001,56.35398230088495,57.39527264217178,15.7,24.200000000000003,21.4,16,27,4.4,5.7,3.2,74805
1221,Stord,2009,15749,59.08519153802173,56.50749063670412,57.81132512001851,15.8,23.7,21.7,16.3,27.2,4.6,5.8,3.5,79914
1221,Stord,2010,15119,58.90921409214093,55.93064645768745,57.43239396527184,16.200000000000003,23.2,21.9,16.5,27.3,4.7,5.7,3.7,78035
1221,Stord,2011,16274,59.54020435362062,55.93181818181818,57.756683891260394,16.3,23.8,22.1,16.8,27.6,4.8,5.8,3.9,80206
1221,Stord,2012,16614,59.194645600175555,56.021712088657694,57.632121178370554,16.5,23.3,22.5,17,28.2,5.1,6,4.2,82498
1221,Stord,2013,18125,59.18300653594771,55.91804921500947,57.56841583613237,16.6,23.6,22.7,17,28.6,5.5,6.2,4.7,83002
1221,Stord,2014,17327,59.583333333333336,56.20518477661335,57.921302578018995,16.2,24.5,22.9,17.4,28.7,6.2,7,5.4,89221
1221,Stord,2015,18371,59.425757099444624,55.97243491577335,57.736151993577735,16.6,23.2,23.1,17.2,29.2,6.5,7.1,5.8,88744
1221,Stord,2016,18019,59.07093534212178,56.037756319843766,57.581890812250336,17.2,22.1,23.4,17.5,29.5,6.6,7.1,5.9,90961
1221,Stord,2017,19494,59.10088865656038,56.08254105445116,57.616492216141545,17.4,21.5,23.9,17.8,30.1,6.6,7,6.1,91228
1222,Fitjar,2010,14668,58.41121495327103,54.152128401953945,56.32889798703514,16.1,24.1,16.5,11.7,21.5,2.5,3.3,1.7,41678
1222,Fitjar,2012,14594,59.21674544226874,54.61380724538619,56.92934782608695,15.9,22.7,17.4,12.5,22.3,2.9,3.6,2.2,48163
1222,Fitjar,2014,14365,59.03457273320287,54.53929539295393,56.82951146560319,16.299999999999997,25,17.3,12.4,22.6,3.5,4.3,2.6,48722
1222,Fitjar,2016,12820,58.998144712430424,54.43204202232435,56.783439490445865,16,23.2,18.2,13.1,23.6,4,4.6,3.4,50904
1222,Fitjar,2017,17506,58.45588235294118,54.52793834296724,56.538099717779865,14.6,21.5,18.6,13,24.6,4,4.7,3.3,49648
1223,Tysnes,2013,13975,55.04720406681191,51.94996320824136,53.50877192982456,22.5,20.5,17.5,12.8,22.2,2.5,2.7,2.4,61434
1224,Kvinnherad,2008,13666,57.985898221949725,53.73910383850742,55.86006277271684,17.7,20.1,16.4,13,19.8,2.2,2.9,1.6,58267
1224,Kvinnherad,2009,13740,57.67236119585113,53.401464307504575,55.536912751677846,17.6,19.7,16.7,13.1,20.3,2.3,2.9,1.7,57107
1224,Kvinnherad,2010,12150,57.145015105740185,53.34246992538449,55.251383938727535,17.799999999999997,19.6,17.1,13.1,21.1,2.4,3,1.8,57517
1224,Kvinnherad,2011,13297,56.93463561232156,53.68852459016394,55.31979158800876,18.299999999999997,19.1,17.3,13.1,21.4,2.5,3.2,1.9,58510
1224,Kvinnherad,2012,14111,56.680101507687716,53.739235534068584,55.21850127646793,18.4,19.1,17.6,13.2,21.9,2.7,3.4,2.1,59767
1224,Kvinnherad,2013,13504,56.506798147318094,53.35753176043557,54.941751221345356,18.1,19.4,17.9,13.4,22.4,2.8,3.3,2.2,61106
1224,Kvinnherad,2014,12990,55.78599338743613,52.91882031012466,54.360640870616685,17.7,19.299999999999997,18.4,13.7,23.2,3.2,3.6,2.7,64553
1224,Kvinnherad,2015,12925,55.505415162454874,52.67233525660492,54.09551156113043,19.1,19.3,18.8,14,23.7,3.4,3.9,3,65732
1224,Kvinnherad,2016,15133,55.096254290404424,52.8310502283105,53.97483234119509,19.299999999999997,18.700000000000003,19.2,14.2,24.3,3.4,3.7,3.1,66728
1224,Kvinnherad,2017,14978,55.25175556551621,52.88637751985339,54.08201797447323,19.3,18.6,19.6,14.3,25,3.6,3.7,3.5,69051
1228,Odda,2011,11508,59.49074074074075,52.42278265797676,55.91982820329277,20.7,15.2,16.7,12.3,21.1,2.9,3.9,1.9,75571
1228,Odda,2012,10772,59.13727776158554,52.43243243243243,55.74431327382666,20.799999999999997,15.5,17.1,12.6,21.5,3.3,4.1,2.5,79366
1228,Odda,2013,10495,59.27865037812682,52.901408450704224,56.03892386949055,22,15.2,17.3,12.8,21.8,3.5,4.4,2.7,80417
1228,Odda,2014,11343,59.78041028604449,53.37094499294781,56.53725378247216,22.1,15.399999999999999,18,13.2,22.6,3.9,4.9,3,82925
1228,Odda,2015,13379,59.296920395119116,53.732193732193736,56.4873417721519,21.8,16.3,18.7,13.9,23.3,4.1,4.6,3.6,82908
1228,Odda,2016,13155,58.84225759768451,54.56115107913669,56.6955266955267,22.3,16.5,18.6,13.9,23.3,4.3,4.9,3.8,85899
1228,Odda,2017,14649,58.66741953698475,54.32098765432099,56.512455516014235,21.8,16.799999999999997,19,14,24.1,4.4,4.8,4.1,86390
1231,Ullensvang,2015,12950,54.38084112149533,52.14832254267216,53.26883611844034,21.1,18.700000000000003,19.8,14.4,25.2,4.7,4.6,4.9,35486
1231,Ullensvang,2016,13527,53.86430678466076,52.16881594372802,53.013819464863275,20.6,18.4,20.7,14.8,26.6,4.6,4.2,5,38156
1235,Voss,2008,14565,56.99809076222646,53.642764765052455,55.30214991284137,20.200000000000003,18.3,18.6,13.6,23.5,4,5.1,3,79059
1235,Voss,2009,14597,56.82716230060003,53.81663113006396,55.299971156619556,20.7,18.5,18.9,14,23.7,4.2,5.1,3.3,80681
1235,Voss,2010,15329,57.128250073035346,53.67063492063492,55.37332757876564,20.9,18.9,19.6,14.2,24.8,4.4,5.3,3.5,81838
1235,Voss,2011,17992,57.50036374217954,53.76905702992659,55.60650569606649,20,19,20,14.2,25.6,4.6,5.5,3.6,83465
1235,Voss,2012,18860,57.08054667054376,53.49295774647887,55.258262984690234,19.6,19.1,20.4,14.6,26.1,4.8,5.6,4,84922
1235,Voss,2013,18391,57.17363205514864,53.4516765285996,55.294786999502165,19.700000000000003,19.1,20.7,14.8,26.4,4.8,5.7,4,84630
1235,Voss,2014,17459,57.098416289592755,53.69222096956031,55.39243365330322,20.1,19.4,21,15.2,26.6,5.6,6.3,5,88236
1235,Voss,2015,19016,57.210798713106726,53.44540150041678,55.3216700355475,20.1,19.4,21.7,15.7,27.5,6,6.6,5.4,91257
1235,Voss,2016,21282,57.20033296337404,53.29084106969655,55.244367417677644,20,19.700000000000003,22.1,15.8,28.3,6.3,6.7,6,94800
1235,Voss,2017,22331,57.18620689655173,53.18006607929515,55.18120435441642,19.6,19,22.4,16,28.8,6.5,6.8,6.3,98233
1238,Kvam,2008,13864,57.03200775945684,52.398433675966714,54.725943970767354,20,20.1,17.9,14,21.7,3.3,4.4,2.2,60301
1238,Kvam,2009,14291,57.17354977321556,52.68739455290431,54.94123290957064,20.3,19.7,17.8,13.9,21.7,3.7,4.8,2.6,59965
1238,Kvam,2010,13120,56.773428232502965,53.220747889022924,55.01196172248803,20.2,19.9,18.4,14.1,22.6,3.9,4.8,3.1,62630
1238,Kvam,2011,14832,56.95785260183659,53.468414779499405,55.223880597014926,20.1,19.799999999999997,18.9,14.2,23.7,3.9,4.8,3.1,64215
1238,Kvam,2012,15976,57.38610216290843,53.304597701149426,55.38605961042009,20.7,20.3,19.4,14.5,24.3,4.2,5,3.4,66030
1238,Kvam,2013,16590,57.745520526196415,53.17365269461077,55.52190121155638,20.200000000000003,21.3,19.4,14.2,24.7,4.2,5,3.4,67173
1238,Kvam,2014,17232,57.42506811989101,53.25358851674641,55.393755824790304,19.8,20.200000000000003,20,15,25.2,4.8,5.4,4.2,73531
1238,Kvam,2015,15746,56.87528551850159,52.89593847632781,54.9361751961588,20.5,19.799999999999997,20.4,15.1,25.8,5.1,5.6,4.5,75714
1238,Kvam,2016,14935,56.29184945740013,52.58204633204633,54.47787610619469,19.8,19.4,20.6,15.5,25.9,5,5.5,4.5,77226
1238,Kvam,2017,19077,56.0884749708964,51.962209302325576,54.066247180339545,20.299999999999997,19.9,20.8,15.5,26.3,5.3,5.6,5,76839
1241,Fusa,2011,13429,56.18661257606491,52.155401809473126,54.21968319916905,18,24.4,17.6,12.6,22.8,3.1,3.4,2.8,33270
1241,Fusa,2012,12780,55.98135680994304,51.70212765957447,53.87037522959853,17.5,24.6,17.9,12.7,23.5,3.2,3.6,2.7,35360
1241,Fusa,2013,12696,55.49281314168378,52.03208556149732,53.79779989523311,17.3,25.200000000000003,18.1,12.9,23.5,3.3,3.5,3,37790
1241,Fusa,2016,16958,55.830388692579504,51.87335092348285,53.89576883384933,17.4,25.6,19.3,13.6,25.4,4.4,4.4,4.5,45949
1241,Fusa,2017,16150,55.45,52.5065963060686,54.01797175866495,18,24.9,19.9,14,26.1,4.5,4.3,4.7,46636
1242,Samnanger,2008,12351,60.923330585325644,57.734573119188504,59.348914858096826,17.5,22.6,15.5,12.7,18.1,2.5,3.4,1.6,27598
1242,Samnanger,2013,13633,58.11897106109325,56.38655462184874,57.27198027937551,17.299999999999997,21.7,17.3,14,20.7,3.1,3.7,2.4,37721
1242,Samnanger,2014,14627,57.831325301204814,56.08732157850545,56.97865353037766,17.6,22.6,17.7,14.1,21.4,3.2,3.6,2.8,37895
1242,Samnanger,2015,21200,57.21153846153846,55.31380753138075,56.28325828898895,17.3,22.5,17.4,14,20.9,3.9,4.5,3.2,40323
1242,Samnanger,2016,18019,56.67726550079492,55.86497890295359,56.28325828898895,19,20.8,17.8,14.1,21.6,4.1,4.7,3.5,43223
1243,Os (Hordaland),2008,17540,59.38767982294356,58.36909871244635,58.88508252880722,15,26.1,19.4,15.8,23,4.3,5.7,2.8,64876
1243,Os (Hordaland),2009,16068,59.30860640979474,58.228472736244754,58.775932347752025,14.8,25.1,19.8,16,23.6,4.5,5.9,3,64528
1243,Os (Hordaland),2010,18450,59.200853687455535,58.060606060606055,58.63701750179813,15.1,24.7,20.1,16.2,24.1,4.7,5.9,3.5,63597
1243,Os (Hordaland),2011,19958,59.29112181693049,58.360810174281674,58.83207437536316,15,25.5,20.4,16.3,24.5,5.1,6.2,4,64923
1243,Os (Hordaland),2012,19499,59.28277090990088,57.74551274722762,58.524201737560645,14.100000000000001,24.8,21.3,17,25.6,5.2,6.3,4.1,65600
1243,Os (Hordaland),2013,20964,59.072646324248026,57.49468263741184,58.29566751185096,14.3,24.9,21.8,17.4,26.4,5.3,6.4,4.3,65521
1243,Os (Hordaland),2014,22581,58.6570945945946,57.2887247447317,57.98265338901382,14.100000000000001,25.3,22.3,17.8,27,6,6.9,5,67295
1243,Os (Hordaland),2015,22854,58.446922759190414,56.83629023690641,57.65303450803791,14.600000000000001,24.8,22.6,17.8,27.6,6.4,7.3,5.4,66835
1243,Os (Hordaland),2016,25345,58.568286342731454,56.57084188911704,57.582818356802754,15.5,22.7,23.1,18.1,28.2,6.6,7.4,5.8,72648
1243,Os (Hordaland),2017,24972,58.29991196322018,56.71265988518481,57.51786423183803,15.2,22.5,23.4,18.4,28.6,6.7,7.3,6.1,75828
1244,Austevoll,2008,12591,57.27109515260324,54.024051803885285,55.67198177676538,15,34.3,15.1,11.8,18.6,2.4,2.7,2.2,53805
1244,Austevoll,2009,13304,57.30735163861824,53.63594256600278,55.51279148743491,17,34.9,15.4,11.8,19.1,2.7,3,2.3,55394
1244,Austevoll,2010,11602,58.03571428571429,55.06985128436233,56.59593086851893,17.4,34.8,15.9,11.9,20.1,3.1,3.4,2.8,55385
1244,Austevoll,2012,13315,58.43105539830166,55.799913755929275,57.157762938230384,17.7,33.8,16.9,12.2,22.1,3.6,3.8,3.4,59831
1244,Austevoll,2013,16616,58.09029165001998,55.24625267665952,56.71765192228193,16.5,33.6,17,12.1,22.2,3.8,3.9,3.6,60956
1244,Austevoll,2014,14600,58.1640625,55.37225042301185,56.82372055239643,16.299999999999997,34.3,18.4,13.4,23.8,4.6,4.5,4.8,64414
1244,Austevoll,2015,16662,57.521105141980044,55.527847049044055,56.564245810055866,14.9,34.3,17.6,12.7,22.9,5.2,4.6,5.9,68024
1244,Austevoll,2016,17153,57.597574838954145,54.336425978217015,56.017975771785856,15.5,34,18.8,13.1,24.9,4.6,4.2,5.1,69741
1244,Austevoll,2017,17844,56.81389203473009,53.84922217790188,55.37238169123352,15.4,32.4,18.8,13,25,4.6,4,5.3,72174
1245,Sund,2008,15310,60.87689713322091,58.05653710247349,59.49956859361518,12.9,26.7,14.5,11.6,17.7,2.1,2.2,2.1,18632
1245,Sund,2009,17713,60.986842105263165,58.13221406086044,59.603322597050344,14.5,26,14.7,11.4,18.2,2.2,2.4,2,19845
1245,Sund,2010,15607,60.774357346874005,58.40163934426229,59.63151834183253,13.6,26,15.2,11.5,19.1,2.6,2.8,2.3,22280
1245,Sund,2011,17277,60.024829298572314,58.52776864935918,59.2976855546688,13.7,26.299999999999997,15.9,11.8,20.1,2.6,2.8,2.5,22759
1245,Sund,2012,18064,59.63691376701967,58.11855670103093,58.90154470276174,14.1,25.1,15.8,12.1,19.8,2.5,2.5,2.4,24282
1245,Sund,2013,17120,59.12192227825571,57.906458797327396,58.535462081670254,14.7,24.9,15.8,12,19.9,2.6,2.5,2.7,24467
1245,Sund,2014,18297,58.65077057284094,57.69712140175219,58.19140919366993,14.8,25.299999999999997,16.4,12.5,20.6,2.9,2.9,3,24540
1245,Sund,2015,19202,58.50669706469079,57.20012334258403,57.87914691943128,14.8,23.200000000000003,16.6,12.4,21.2,3.2,3.3,3,24343
1245,Sund,2016,23422,57.93694690265486,56.891932122655554,57.433691756272395,15.1,22.5,17.2,13.3,21.4,3.2,3,3.5,27066
1245,Sund,2017,18519,58.11848601206802,55.89097303634232,57.04165485973364,15,21.7,17.1,12.8,21.8,3.6,3.4,3.9,28722
1246,Fjell,2008,17898,58.69790196631857,57.77084515031197,58.23548828217098,13.6,30.5,17.5,14.3,20.8,4,5,2.9,85305
1246,Fjell,2009,18111,58.73295612651888,57.48648144695133,58.11131259589901,13,31.1,18.1,14.7,21.5,4.1,5.2,3.1,87803
1246,Fjell,2010,19611,58.8799561483647,57.773283074377126,58.32836915181231,13.600000000000001,30.299999999999997,18.4,14.7,22,4.3,5.4,3.3,88548
1246,Fjell,2011,19818,58.965640658554044,57.714596160811304,58.34383438343834,13.8,29.6,18.8,14.8,22.8,4.5,5.4,3.5,88258
1246,Fjell,2012,21051,58.72433377020533,57.631929046563194,58.18221830985916,13.6,30.2,19,14.7,23.4,4.8,5.6,3.9,89106
1246,Fjell,2013,22552,58.79405520169851,57.82472613458529,58.315074966705325,13.4,29.700000000000003,19.4,15.1,23.8,4.8,5.5,4.2,79661
1246,Fjell,2014,22965,59.14644213306918,57.795195092860794,58.48146905919839,13.7,29.3,19.8,15.3,24.5,5.4,5.9,4.9,82540
1246,Fjell,2015,24034,59.4649045047949,58.029622233316694,58.75875056290171,13.8,28.2,20.1,15.6,24.8,5.6,6,5.1,85158
1246,Fjell,2016,25257,59.87853931698084,58.075629562792216,58.99477281865701,14.100000000000001,27,20.6,15.5,25.9,5.7,6.1,5.2,88434
1246,Fjell,2017,24912,59.822471385190376,58.498503357333554,59.17314711950484,14.3,26,20.9,15.8,26.1,6,6.3,5.6,89654
1247,Askøy,2008,17714,59.56485355648535,57.88175244576775,58.73022569078253,14.2,24.6,18.4,14.9,21.9,4,4.5,3.6,47040
1247,Askøy,2009,17849,59.62099125364432,57.977490897053954,58.808120497707925,13.5,25.1,18.9,15.2,22.6,4.3,4.7,3.8,46294
1247,Askøy,2010,18517,59.510223490252024,57.84242424242424,58.68443164085944,13.5,25,19.3,15.3,23.3,4.5,4.9,4,49217
1247,Askøy,2011,21534,59.00726766661513,57.65708872750237,58.33919225060542,13.5,24.700000000000003,19.8,15.7,24,4.8,5.3,4.3,49487
1247,Askøy,2012,22250,58.71939736346516,57.41012756088133,58.07325448302175,13.6,25.9,20.3,15.9,24.7,5,5.3,4.7,50075
1247,Askøy,2013,23564,58.15165528884974,57.048758328285885,57.60873616339309,13.899999999999999,25.4,20.9,16.3,25.5,5.2,5.5,5,50382
1247,Askøy,2014,24042,57.92207792207792,56.925700726679516,57.43070284502304,14,25.8,21.1,16.4,26,5.6,5.9,5.4,52331
1247,Askøy,2015,25127,57.74568111016709,56.65501674675987,57.20798334410223,13.6,25.4,21.5,16.6,26.6,6.1,6.4,5.7,51518
1247,Askøy,2016,24877,57.342608695652174,56.529810781863624,56.9415081042988,13.6,24.9,22.1,17.2,27.2,6.2,6.2,6.1,51815
1247,Askøy,2017,25255,57.576791808873715,56.2910168654294,56.944589014954374,14,25.1,22.3,17.1,27.6,6.4,6.3,6.4,52686
1251,Vaksdal,2008,9363,55.599603567889,49.2816091954023,52.38675109595714,23.1,13.6,14,11.7,16.2,2.4,2.4,2.3,29488
1251,Vaksdal,2009,10679,55.857637172516064,50.16770483948251,52.9683698296837,23.8,15.100000000000001,14.1,11.6,16.5,2.3,2.2,2.3,28412
1251,Vaksdal,2010,12891,56.30829651448208,50.82125603864734,53.542731921110295,23.4,14.2,14.6,11.9,17.2,2.4,2.3,2.5,28459
1251,Vaksdal,2011,12671,55.99415204678363,50.594954783436464,53.262701661449555,21,15.7,14.7,11.7,17.5,2.7,2.7,2.6,29334
1251,Vaksdal,2012,10495,55.95703125,50.717703349282296,53.310778153697434,21.9,13.600000000000001,15.6,12.4,18.6,2.8,2.8,2.7,29654
1251,Vaksdal,2013,11545,55.83211322596389,51.080172827652426,53.436592449177155,21.7,14.8,16,12.8,19.1,3.1,3,3.1,29865
1251,Vaksdal,2014,14006,56.54905751570807,52.00386286817963,54.27536231884058,21.200000000000003,14.6,16.2,12.8,19.6,3.1,3.1,3.1,31230
1251,Vaksdal,2015,12253,57.60233918128655,52.64187866927593,55.126953125,21,14.9,16.3,12.6,20.2,3.4,3.3,3.4,32008
1251,Vaksdal,2016,15450,57.10158883004334,52.587890625,54.86060606060607,21.1,14.3,16.7,13.3,20.2,3.5,3.6,3.5,34958
1251,Vaksdal,2017,13980,57.224606580829764,52.91214215202369,55.1055056997332,21.7,14.3,17.3,13.7,21.1,3.9,4,3.8,37032
1253,Osterøy,2008,11630,57.02013422818793,54.02234636871508,55.55099247091033,17.700000000000003,18.9,12.8,9.5,16.2,2.2,2.4,1.9,34153
1253,Osterøy,2009,11820,56.747404844290664,55.04867872044507,55.91675734494015,17.4,18.6,13.2,9.9,16.8,2.4,2.5,2.4,33885
1253,Osterøy,2010,13313,56.22700998423542,55.076071922544955,55.666352243632936,17.4,17.9,13.4,10,17,2.5,2.4,2.6,34540
1253,Osterøy,2011,13082,56.934306569343065,55.35960319647286,56.1687876758205,16.5,18,14,10.5,17.7,2.6,2.3,2.9,35952
1253,Osterøy,2012,14511,57.666494579246255,55.36057033177955,56.5483313389177,17.3,18,14.4,10.6,18.5,2.7,2.5,2.9,36040
1253,Osterøy,2013,15408,57.310239429444735,54.98932764140875,56.17670054730258,17.2,18.9,14.8,10.8,19,2.9,2.6,3.2,34551
1253,Osterøy,2014,18561,57.01776332249187,55.397202428081286,56.22912920626766,16.9,19.4,15.5,11.4,19.8,3.4,3,3.8,37368
1253,Osterøy,2015,18083,56.72862453531599,54.84633569739953,55.814843152257076,16.6,18.9,15.9,11.5,20.6,3.4,3,3.8,37160
1253,Osterøy,2016,17890,57.11154408183147,55.05063619839002,56.11411335930627,17.3,18.6,16.1,11.8,20.6,3.9,3.4,4.5,37848
1253,Osterøy,2017,18193,56.61337209302325,55.233453052847615,55.94318464988787,17.1,17.7,16.4,11.7,21.4,3.9,3.5,4.3,37982
1256,Meland,2008,16561,58.98750400512655,57.005141388174806,57.99775389058238,13.9,25.6,18,13.7,22.2,3.5,4.5,2.5,37268
1256,Meland,2009,17527,59.14445133292002,57.38007380073801,58.2587218277246,14.9,25,18.3,13.9,22.6,3.3,4.2,2.5,38352
1256,Meland,2010,17545,59.01836796145739,58.006042296072515,58.51304478962449,14.1,25.1,19,14.5,23.6,3.6,4.5,2.7,39071
1256,Meland,2011,18875,59.246275197195445,58.129961775948246,58.68991793669402,13.9,24.4,19.4,14.7,24.1,4,4.6,3.3,46995
1256,Meland,2012,19847,58.906426155580604,57.91284403669725,58.4138715179079,14.3,24.200000000000003,19.9,14.9,24.7,4.2,4.7,3.8,48868
1256,Meland,2013,23596,58.42787682333873,57.55829903978052,57.99646114060161,13.899999999999999,24.200000000000003,20.2,15,25.4,4.2,4.6,3.7,49409
1256,Meland,2014,21222,58.23945506942625,58.14327877649584,58.19194061505832,13.899999999999999,24.4,20.8,15.2,26.4,4.7,5.3,4,44187
1256,Meland,2015,25028,56.88120071228695,57.976346911957954,57.41985522233713,13.8,24,21.6,15.9,27.4,5.2,5.2,5.1,44160
1256,Meland,2016,25008,57.05337008268604,57.733577597487574,57.38607270865336,14.2,23.3,22.1,16.1,28.1,5.3,5.5,5,40887
1256,Meland,2017,24746,56.81485100146556,56.888209829386305,56.85076673731455,14.3,23.3,22.5,16.3,28.9,5.5,5.6,5.4,43870
1259,Øygarden,2008,14669,57.965451055662186,55.518234165067184,56.74184261036468,15.2,25.8,11.9,8.5,15.2,1.8,1.9,1.6,25030
